ip,domain
113.255.54.16,com.apple.dnssd-proxy
113.255.77.195,com.apple.dnssd-proxy
113.31.103.21,dnss.sh501.com
113.37.230.211,com.apple.dnssd-proxy
113.59.186.5,com.apple.dnssd-proxy
113.90.173.181,dns.imlc.vip
114.115.147.107,ecs-114-115-147-107.compute.hwclouds-dns.com
114.116.241.11,dns.erlkonig.tech
114.116.241.11,ecs-114-116-241-11.compute.hwclouds-dns.com
114.132.216.165,dns.cymlr.xyz
114.132.42.26,dns.chunjian.top
1.14.15.154,chengdu.dns.log.fail
114.200.116.109,com.apple.dnssd-proxy
114.200.120.202,com.apple.dnssd-proxy
114.200.124.61,com.apple.dnssd-proxy
114.200.136.143,com.apple.dnssd-proxy
114.200.49.92,com.apple.dnssd-proxy
114.200.94.134,com.apple.dnssd-proxy
114.201.115.111,com.apple.dnssd-proxy
114.201.179.193,com.apple.dnssd-proxy
114.201.198.111,com.apple.dnssd-proxy
114.201.201.131,com.apple.dnssd-proxy
114.201.253.181,com.apple.dnssd-proxy
114.201.29.241,com.apple.dnssd-proxy
114.202.202.32,com.apple.dnssd-proxy
114.202.208.5,com.apple.dnssd-proxy
114.202.221.72,com.apple.dnssd-proxy
114.202.64.32,com.apple.dnssd-proxy
114.202.75.240,com.apple.dnssd-proxy
114.203.202.142,com.apple.dnssd-proxy
114.203.225.125,com.apple.dnssd-proxy
114.203.254.238,com.apple.dnssd-proxy
114.203.48.119,com.apple.dnssd-proxy
114.203.56.19,com.apple.dnssd-proxy
114.203.93.202,com.apple.dnssd-proxy
114.204.107.20,com.apple.dnssd-proxy
114.204.132.113,com.apple.dnssd-proxy
114.204.152.222,com.apple.dnssd-proxy
114.204.163.252,com.apple.dnssd-proxy
114.204.185.178,com.apple.dnssd-proxy
114.204.194.146,com.apple.dnssd-proxy
114.204.84.225,com.apple.dnssd-proxy
114.204.91.101,com.apple.dnssd-proxy
114.205.106.107,com.apple.dnssd-proxy
114.205.179.17,com.apple.dnssd-proxy
114.205.244.16,com.apple.dnssd-proxy
114.205.253.209,com.apple.dnssd-proxy
114.205.38.127,com.apple.dnssd-proxy
114.205.80.254,com.apple.dnssd-proxy
114.205.94.18,com.apple.dnssd-proxy
114.205.98.100,com.apple.dnssd-proxy
114.206.136.41,com.apple.dnssd-proxy
114.206.143.42,com.apple.dnssd-proxy
114.206.204.50,com.apple.dnssd-proxy
114.206.225.40,com.apple.dnssd-proxy
114.206.231.89,com.apple.dnssd-proxy
114.206.32.157,com.apple.dnssd-proxy
114.206.69.37,com.apple.dnssd-proxy
114.206.91.81,com.apple.dnssd-proxy
114.207.151.101,com.apple.dnssd-proxy
114.207.151.132,com.apple.dnssd-proxy
114.207.174.61,com.apple.dnssd-proxy
114.207.193.18,com.apple.dnssd-proxy
114.207.22.211,com.apple.dnssd-proxy
114.207.43.18,com.apple.dnssd-proxy
114.207.64.153,com.apple.dnssd-proxy
114.207.66.132,com.apple.dnssd-proxy
114.207.79.29,com.apple.dnssd-proxy
114.32.120.125,dns.jchome.gq
114.34.162.81,briangateway.ddns.net
114.34.162.81,dns.taipei
1.14.47.202,dns.jks.life
114.67.110.66,dns.sunging.cn
114.67.201.137,dns.aabbz.icu
114.85.122.176,dns.suysker.xyz
115.21.105.10,com.apple.dnssd-proxy
115.21.117.228,com.apple.dnssd-proxy
115.21.29.217,com.apple.dnssd-proxy
115.23.179.42,com.apple.dnssd-proxy
115.43.139.158,com.apple.dnssd-proxy
115.43.92.143,com.apple.dnssd-proxy
1.15.84.89,dns.peoplevip.cn
115.95.83.219,com.apple.dnssd-proxy
116.120.199.133,com.apple.dnssd-proxy
116.120.23.80,com.apple.dnssd-proxy
116.120.251.97,com.apple.dnssd-proxy
116.120.60.227,com.apple.dnssd-proxy
116.120.6.145,com.apple.dnssd-proxy
116.120.83.240,com.apple.dnssd-proxy
116.121.125.187,com.apple.dnssd-proxy
116.121.130.67,com.apple.dnssd-proxy
116.121.158.102,com.apple.dnssd-proxy
116.121.203.16,com.apple.dnssd-proxy
116.121.240.177,com.apple.dnssd-proxy
116.121.42.18,com.apple.dnssd-proxy
116.121.58.204,com.apple.dnssd-proxy
116.121.67.123,com.apple.dnssd-proxy
116.121.95.73,com.apple.dnssd-proxy
116.122.126.159,com.apple.dnssd-proxy
116.122.17.69,com.apple.dnssd-proxy
116.122.179.3,com.apple.dnssd-proxy
116.122.246.3,com.apple.dnssd-proxy
116.122.43.80,com.apple.dnssd-proxy
116.122.99.17,com.apple.dnssd-proxy
116.123.113.37,com.apple.dnssd-proxy
116.123.155.52,com.apple.dnssd-proxy
116.123.196.61,com.apple.dnssd-proxy
116.123.215.112,com.apple.dnssd-proxy
116.123.82.178,com.apple.dnssd-proxy
116.124.106.60,com.apple.dnssd-proxy
116.124.14.25,com.apple.dnssd-proxy
116.124.14.46,com.apple.dnssd-proxy
116.124.254.197,com.apple.dnssd-proxy
116.124.64.159,com.apple.dnssd-proxy
116.125.183.201,com.apple.dnssd-proxy
116.125.97.177,com.apple.dnssd-proxy
116.126.112.114,com.apple.dnssd-proxy
116.126.126.219,com.apple.dnssd-proxy
116.126.151.6,com.apple.dnssd-proxy
116.126.203.152,com.apple.dnssd-proxy
116.126.214.194,com.apple.dnssd-proxy
116.126.215.247,com.apple.dnssd-proxy
116.126.240.103,com.apple.dnssd-proxy
116.126.243.25,com.apple.dnssd-proxy
116.126.36.159,com.apple.dnssd-proxy
116.126.97.120,com.apple.dnssd-proxy
116.127.110.13,com.apple.dnssd-proxy
116.127.124.197,com.apple.dnssd-proxy
116.127.13.246,com.apple.dnssd-proxy
116.127.20.189,com.apple.dnssd-proxy
116.127.235.10,com.apple.dnssd-proxy
116.127.255.46,com.apple.dnssd-proxy
116.127.57.237,com.apple.dnssd-proxy
116.202.176.26,dot.libredns.gr
116.202.176.26,libredns.gr
116.202.189.147,dns2.shareworx.net
116.202.189.147,dns.shareworx.net
116.203.115.225,dns.daw.dev
116.203.117.199,dot.asecdns.com
116.203.117.199,www.dot.asecdns.com
116.203.126.207,doh.asecdns.com
116.203.126.207,dot.asecdns.com
116.203.126.207,www.dot.asecdns.com
116.203.129.238,dot.helsinki.tools
116.203.147.209,dns.nextdns.io
116.203.15.197,dns1.jakommo.de
116.203.180.30,dns.gutwe.in
116.203.188.125,dns01.media-techport.de
116.203.252.132,dns.molinero.dev
116.203.5.171,dns.6level.net
116.203.5.171,dot.6level.net
116.203.72.235,dns.rin.sh
116.203.98.52,dns.bcmob.com.ua
116.206.230.34,dns1.eerodns.com
116.206.230.34,dns2.eerodns.com
116.206.230.34,mel206401.eerodns.com
116.241.161.185,com.apple.dnssd-proxy
116.255.90.10,com.apple.dnssd-proxy
116.43.146.103,com.apple.dnssd-proxy
116.47.44.111,com.apple.dnssd-proxy
116.48.119.125,com.apple.dnssd-proxy
116.48.12.252,com.apple.dnssd-proxy
116.48.178.89,com.apple.dnssd-proxy
116.48.5.186,com.apple.dnssd-proxy
116.49.114.116,com.apple.dnssd-proxy
116.49.40.15,com.apple.dnssd-proxy
116.49.64.2,com.apple.dnssd-proxy
116.49.95.23,com.apple.dnssd-proxy
116.62.204.71,dns.zhebk.cn
116.63.140.144,ecs-116-63-140-144.compute.hwclouds-dns.com
116.75.186.171,xpi-dns.duckdns.org
116.86.44.148,com.apple.dnssd-proxy
116.86.55.39,com.apple.dnssd-proxy
116.86.87.166,com.apple.dnssd-proxy
116.87.33.55,com.apple.dnssd-proxy
116.90.72.196,dns.nextdns.io
117.135.153.199,dns.360.cn
117.135.153.199,pub2.sdns.360.cn
117.141.215.181,dns.ajxcloud.com
117.30.224.27,dns.hoarfox.xyz
1.176.37.120,com.apple.dnssd-proxy
1.176.65.21,com.apple.dnssd-proxy
117.68.100.111,dns.ruchu.cloud
118.101.107.24,sunabe.ddns.net
118.127.198.9,com.apple.dnssd-proxy
118.163.170.2,dns.tipsy.coffee
118.163.213.212,dns.race-on.com.tw
118.189.194.176,dns.dereklim.com
118.189.201.139,dns0.ikaruswill.com
118.189.201.139,dns1.ikaruswill.com
118.189.201.139,dns.ikaruswill.com
118.195.171.93,dns.sorae.xyz
118.216.113.53,com.apple.dnssd-proxy
118.216.121.23,com.apple.dnssd-proxy
118.216.126.119,com.apple.dnssd-proxy
118.216.144.166,com.apple.dnssd-proxy
118.216.177.128,com.apple.dnssd-proxy
118.216.191.3,com.apple.dnssd-proxy
118.216.212.42,com.apple.dnssd-proxy
118.217.120.50,com.apple.dnssd-proxy
118.217.132.55,com.apple.dnssd-proxy
118.217.174.132,com.apple.dnssd-proxy
118.217.46.48,com.apple.dnssd-proxy
118.218.142.253,com.apple.dnssd-proxy
118.218.147.58,com.apple.dnssd-proxy
118.218.175.220,com.apple.dnssd-proxy
118.218.205.60,com.apple.dnssd-proxy
118.218.232.118,com.apple.dnssd-proxy
118.218.5.117,com.apple.dnssd-proxy
118.218.54.121,com.apple.dnssd-proxy
118.219.108.58,com.apple.dnssd-proxy
118.219.116.49,com.apple.dnssd-proxy
118.219.161.115,com.apple.dnssd-proxy
118.219.65.67,com.apple.dnssd-proxy
118.220.113.226,com.apple.dnssd-proxy
118.220.220.2,com.apple.dnssd-proxy
118.220.223.76,com.apple.dnssd-proxy
118.220.52.235,com.apple.dnssd-proxy
118.221.141.22,com.apple.dnssd-proxy
118.221.181.30,com.apple.dnssd-proxy
118.221.212.126,com.apple.dnssd-proxy
118.221.244.27,com.apple.dnssd-proxy
118.221.26.207,com.apple.dnssd-proxy
118.221.26.61,com.apple.dnssd-proxy
118.221.43.58,com.apple.dnssd-proxy
118.221.60.91,com.apple.dnssd-proxy
118.222.102.96,com.apple.dnssd-proxy
118.222.106.56,com.apple.dnssd-proxy
118.222.134.164,com.apple.dnssd-proxy
118.222.207.105,com.apple.dnssd-proxy
118.222.45.49,com.apple.dnssd-proxy
118.222.79.108,com.apple.dnssd-proxy
118.222.81.50,com.apple.dnssd-proxy
118.223.118.205,com.apple.dnssd-proxy
118.223.119.206,com.apple.dnssd-proxy
118.223.125.26,com.apple.dnssd-proxy
118.223.140.4,com.apple.dnssd-proxy
118.223.141.40,com.apple.dnssd-proxy
118.223.152.100,com.apple.dnssd-proxy
118.223.155.67,com.apple.dnssd-proxy
118.223.29.55,com.apple.dnssd-proxy
118.223.42.33,com.apple.dnssd-proxy
118.223.54.206,com.apple.dnssd-proxy
118.223.56.15,com.apple.dnssd-proxy
118.223.62.110,com.apple.dnssd-proxy
118.223.62.124,com.apple.dnssd-proxy
118.223.72.182,com.apple.dnssd-proxy
118.223.72.94,com.apple.dnssd-proxy
118.232.122.144,gncel.dvrdns.org
118.232.122.144,www.gncel.dvrdns.org
118.24.52.39,dns.cdn.kim
118.27.105.192,k.dnsrd.com
118.32.108.223,com.apple.dnssd-proxy
118.32.173.56,com.apple.dnssd-proxy
118.32.251.219,com.apple.dnssd-proxy
118.33.165.244,kitsuneahri.ddns.net
118.33.68.143,com.apple.dnssd-proxy
118.33.76.189,com.apple.dnssd-proxy
118.34.170.138,skycapital.duckdns.org
118.34.255.148,com.apple.dnssd-proxy
118.36.137.195,com.apple.dnssd-proxy
118.36.150.34,com.apple.dnssd-proxy
118.36.187.29,com.apple.dnssd-proxy
118.36.238.156,com.apple.dnssd-proxy
118.36.82.35,com.apple.dnssd-proxy
118.38.146.72,com.apple.dnssd-proxy
118.39.40.192,com.apple.dnssd-proxy
118.40.151.243,com.apple.dnssd-proxy
118.40.47.238,com.apple.dnssd-proxy
118.41.64.26,com.apple.dnssd-proxy
118.45.177.41,com.apple.dnssd-proxy
118.45.221.249,com.apple.dnssd-proxy
118.47.169.84,com.apple.dnssd-proxy
118.89.40.30,dns.jadesong.cn
119.14.208.41,com.apple.dnssd-proxy
119.14.214.71,com.apple.dnssd-proxy
119.15.215.13,com.apple.dnssd-proxy
119.192.161.75,com.apple.dnssd-proxy
119.192.19.239,com.apple.dnssd-proxy
119.192.238.242,com.apple.dnssd-proxy
119.193.197.17,com.apple.dnssd-proxy
119.193.217.165,com.apple.dnssd-proxy
119.193.235.194,com.apple.dnssd-proxy
119.193.5.116,com.apple.dnssd-proxy
119.194.110.178,com.apple.dnssd-proxy
119.194.201.228,com.apple.dnssd-proxy
119.195.108.114,com.apple.dnssd-proxy
119.196.255.5,com.apple.dnssd-proxy
119.197.40.160,com.apple.dnssd-proxy
119.199.206.52,com.apple.dnssd-proxy
119.200.71.2,com.apple.dnssd-proxy
119.203.236.155,com.apple.dnssd-proxy
119.207.116.15,com.apple.dnssd-proxy
119.207.139.142,com.apple.dnssd-proxy
1.192.192.206,dns.360.cn
1.192.192.206,dot.360.cn
1.192.192.207,dns.360.cn
1.192.192.207,dot.360.cn
119.224.127.171,default-rdns.vocus.co.nz
119.224.127.171,dns.sainternet.xyz
119.23.175.170,dns.jadesong.cn
119.23.211.32,dns.iton.pw
119.236.110.222,com.apple.dnssd-proxy
119.236.139.239,com.apple.dnssd-proxy
119.236.215.236,com.apple.dnssd-proxy
119.236.46.130,com.apple.dnssd-proxy
119.236.73.217,com.apple.dnssd-proxy
119.237.35.79,com.apple.dnssd-proxy
119.237.50.222,com.apple.dnssd-proxy
119.237.85.138,com.apple.dnssd-proxy
119.252.72.43,dns.nextdns.io
119.252.80.57,dns.nextdns.io
119.252.86.27,dns.nextdns.io
119.252.93.133,dns.nextdns.io
119.252.95.133,dns.nextdns.io
119.28.26.141,dns.yish.org
119.28.26.82,dot.lemur443.top
119.28.28.99,dnspub.com
119.28.28.99,pdns.dnspod.cn
119.29.27.200,dns2.edunote.cn
119.29.29.99,dnspub.com
119.29.29.99,pdns.dnspod.cn
119.3.100.25,dns.sdaker.top
119.3.100.25,ecs-119-3-100-25.compute.hwclouds-dns.com
119.3.218.92,dnsenc.com
119.3.218.92,ecs-119-3-218-92.compute.hwclouds-dns.com
119.3.218.92,www.dnsenc.com
119.3.92.152,dnsjsj.youjisoft.com
119.3.92.152,ecs-119-3-92-152.compute.hwclouds-dns.com
119.45.187.63,dns.xiaolong.link
119.64.120.172,com.apple.dnssd-proxy
119.91.151.249,dns.thesteder.com
119.91.29.242,ap-dns.top
119.91.29.242,www.ap-dns.top
119.91.32.60,cdns.ingtshan.top
120.153.73.5,com.apple.dnssd-proxy
120.27.251.7,dns.wmapi.cn
120.53.80.136,dot.pub
120.77.209.47,dns.l50.top
120.77.241.90,dns.jadesong.cn
120.78.173.15,dns.infiiinity.xyz
120.78.219.6,idns.kbsml.com
121.124.107.240,com.apple.dnssd-proxy
121.124.205.111,com.apple.dnssd-proxy
121.124.214.28,com.apple.dnssd-proxy
121.124.34.164,com.apple.dnssd-proxy
121.124.48.84,com.apple.dnssd-proxy
121.124.59.206,com.apple.dnssd-proxy
121.125.110.123,com.apple.dnssd-proxy
121.125.125.228,com.apple.dnssd-proxy
121.125.161.159,com.apple.dnssd-proxy
121.125.206.182,com.apple.dnssd-proxy
121.125.210.104,com.apple.dnssd-proxy
121.125.236.44,com.apple.dnssd-proxy
121.125.51.153,com.apple.dnssd-proxy
121.125.95.97,com.apple.dnssd-proxy
121.128.49.124,com.apple.dnssd-proxy
121.129.164.239,com.apple.dnssd-proxy
121.129.165.6,com.apple.dnssd-proxy
121.129.192.153,com.apple.dnssd-proxy
121.130.14.232,com.apple.dnssd-proxy
121.130.207.48,com.apple.dnssd-proxy
121.130.21.122,com.apple.dnssd-proxy
121.131.1.48,com.apple.dnssd-proxy
121.131.178.5,com.apple.dnssd-proxy
121.131.201.145,com.apple.dnssd-proxy
121.132.41.181,com.apple.dnssd-proxy
121.132.42.7,com.apple.dnssd-proxy
121.133.211.26,com.apple.dnssd-proxy
121.133.216.80,com.apple.dnssd-proxy
121.133.37.116,com.apple.dnssd-proxy
121.133.56.51,com.apple.dnssd-proxy
121.134.252.104,com.apple.dnssd-proxy
121.134.86.221,com.apple.dnssd-proxy
121.135.100.25,com.apple.dnssd-proxy
121.137.63.18,com.apple.dnssd-proxy
121.138.31.77,com.apple.dnssd-proxy
121.138.50.26,com.apple.dnssd-proxy
121.138.69.117,com.apple.dnssd-proxy
121.139.121.94,com.apple.dnssd-proxy
121.139.242.175,com.apple.dnssd-proxy
121.139.90.138,com.apple.dnssd-proxy
121.140.11.130,com.apple.dnssd-proxy
121.141.155.121,com.apple.dnssd-proxy
121.142.196.110,com.apple.dnssd-proxy
121.142.215.177,com.apple.dnssd-proxy
121.143.246.75,com.apple.dnssd-proxy
121.147.162.191,com.apple.dnssd-proxy
121.147.18.41,com.apple.dnssd-proxy
121.149.173.52,com.apple.dnssd-proxy
121.151.160.123,com.apple.dnssd-proxy
121.153.241.81,com.apple.dnssd-proxy
121.154.21.251,com.apple.dnssd-proxy
121.154.252.42,com.apple.dnssd-proxy
121.155.97.89,com.apple.dnssd-proxy
121.156.146.188,com.apple.dnssd-proxy
121.157.173.91,com.apple.dnssd-proxy
121.157.186.102,com.apple.dnssd-proxy
121.159.129.229,com.apple.dnssd-proxy
121.160.108.77,com.apple.dnssd-proxy
121.160.156.185,com.apple.dnssd-proxy
121.161.130.182,com.apple.dnssd-proxy
121.161.230.165,com.apple.dnssd-proxy
121.161.234.23,com.apple.dnssd-proxy
121.161.88.157,com.apple.dnssd-proxy
121.162.13.37,com.apple.dnssd-proxy
121.162.158.64,com.apple.dnssd-proxy
121.162.48.214,com.apple.dnssd-proxy
121.162.82.14,com.apple.dnssd-proxy
121.163.19.119,com.apple.dnssd-proxy
121.163.209.145,com.apple.dnssd-proxy
121.163.80.62,com.apple.dnssd-proxy
121.165.171.90,com.apple.dnssd-proxy
121.165.202.64,com.apple.dnssd-proxy
121.165.206.37,com.apple.dnssd-proxy
121.165.23.168,com.apple.dnssd-proxy
121.165.66.82,com.apple.dnssd-proxy
121.166.20.44,com.apple.dnssd-proxy
121.166.30.106,com.apple.dnssd-proxy
121.167.127.235,com.apple.dnssd-proxy
121.167.130.169,com.apple.dnssd-proxy
121.167.236.249,com.apple.dnssd-proxy
121.168.129.57,com.apple.dnssd-proxy
121.168.203.142,com.apple.dnssd-proxy
121.170.125.214,com.apple.dnssd-proxy
121.171.240.32,com.apple.dnssd-proxy
121.173.42.78,com.apple.dnssd-proxy
121.173.61.247,com.apple.dnssd-proxy
121.174.108.76,com.apple.dnssd-proxy
121.174.217.243,com.apple.dnssd-proxy
121.181.26.73,com.apple.dnssd-proxy
121.183.183.143,com.apple.dnssd-proxy
121.184.132.113,com.apple.dnssd-proxy
121.184.55.99,com.apple.dnssd-proxy
121.185.112.248,com.apple.dnssd-proxy
121.188.5.87,com.apple.dnssd-proxy
121.190.137.220,com.apple.dnssd-proxy
121.190.177.180,com.apple.dnssd-proxy
121.190.18.60,com.apple.dnssd-proxy
121.190.54.158,com.apple.dnssd-proxy
121.200.8.48,doh.90.devdns.xyz
121.254.68.52,com.apple.dnssd-proxy
121.254.76.62,com.apple.dnssd-proxy
121.3.198.224,com.apple.dnssd-proxy
121.36.26.72,dns.auro.ink
121.36.26.72,ecs-121-36-26-72.compute.hwclouds-dns.com
121.36.56.68,ecs-121-36-56-68.compute.hwclouds-dns.com
121.37.172.81,dns.huaifang.top
121.37.172.81,ecs-121-37-172-81.compute.hwclouds-dns.com
121.40.120.105,dns.iatrology.net
121.4.155.92,dns.sagit.top
121.41.95.115,dns.aeio.tech
121.5.108.179,dns.xsy.app
121.51.112.198,dnspub.com
121.51.112.242,dnspub.com
121.51.163.64,dnspub.com
121.51.163.6,dnspub.com
121.51.163.72,dnspub.com
121.51.163.74,dnspub.com
121.51.172.208,dnspub.com
121.51.184.14,dnspub.com
121.51.49.95,dnspub.com
121.51.64.117,dnspub.com
121.51.91.108,dnspub.com
121.5.226.183,dns.tianhao.ink
121.54.195.106,com.apple.dnssd-proxy
121.55.214.169,com.apple.dnssd-proxy
12.159.2.159,dns-tls.qis.io
121.88.12.219,com.apple.dnssd-proxy
121.99.243.235,default-rdns.vocus.co.nz
121.99.243.235,dns.services.psit.tk
12.208.23.27,dns.jbx.com
122.117.222.121,dns.chmc.ml
122.146.112.22,dns.1113.tw
122.194.14.149,dns.ipv6dns.com
122.215.102.107,com.apple.dnssd-proxy
122.254.19.133,com.apple.dnssd-proxy
1.224.127.84,com.apple.dnssd-proxy
1.224.129.161,com.apple.dnssd-proxy
1.224.203.61,com.apple.dnssd-proxy
1.224.29.90,com.apple.dnssd-proxy
122.44.12.121,com.apple.dnssd-proxy
1.224.58.213,com.apple.dnssd-proxy
1.225.135.94,com.apple.dnssd-proxy
1.225.140.74,com.apple.dnssd-proxy
1.225.206.225,com.apple.dnssd-proxy
1.225.44.167,com.apple.dnssd-proxy
1.226.103.17,com.apple.dnssd-proxy
1.226.131.27,com.apple.dnssd-proxy
1.226.145.71,com.apple.dnssd-proxy
1.226.178.4,com.apple.dnssd-proxy
1.226.193.2,com.apple.dnssd-proxy
1.226.202.65,com.apple.dnssd-proxy
1.226.213.171,com.apple.dnssd-proxy
1.227.115.150,com.apple.dnssd-proxy
1.227.120.230,com.apple.dnssd-proxy
1.227.135.116,com.apple.dnssd-proxy
1.227.148.42,com.apple.dnssd-proxy
1.227.211.4,com.apple.dnssd-proxy
1.227.225.66,com.apple.dnssd-proxy
1.227.86.109,com.apple.dnssd-proxy
1.227.92.184,com.apple.dnssd-proxy
1.228.120.164,com.apple.dnssd-proxy
1.228.124.141,com.apple.dnssd-proxy
1.228.134.141,com.apple.dnssd-proxy
1.228.150.3,com.apple.dnssd-proxy
1.228.167.66,com.apple.dnssd-proxy
1.228.224.107,com.apple.dnssd-proxy
1.229.104.157,com.apple.dnssd-proxy
1.229.131.234,com.apple.dnssd-proxy
1.229.180.87,com.apple.dnssd-proxy
1.229.19.46,com.apple.dnssd-proxy
1.229.226.48,com.apple.dnssd-proxy
1.229.230.97,com.apple.dnssd-proxy
1.229.233.43,com.apple.dnssd-proxy
1.229.237.107,com.apple.dnssd-proxy
1.229.29.223,com.apple.dnssd-proxy
1.229.43.168,com.apple.dnssd-proxy
1.229.66.27,com.apple.dnssd-proxy
1.230.107.114,com.apple.dnssd-proxy
1.230.139.6,com.apple.dnssd-proxy
1.230.217.28,com.apple.dnssd-proxy
1.230.232.122,com.apple.dnssd-proxy
1.230.251.53,com.apple.dnssd-proxy
1.230.66.136,com.apple.dnssd-proxy
1.230.66.59,com.apple.dnssd-proxy
1.230.83.200,com.apple.dnssd-proxy
1.230.91.58,com.apple.dnssd-proxy
123.110.102.19,com.apple.dnssd-proxy
123.110.146.67,com.apple.dnssd-proxy
123.110.188.84,com.apple.dnssd-proxy
123.111.119.8,com.apple.dnssd-proxy
123.111.136.242,com.apple.dnssd-proxy
123.111.148.139,com.apple.dnssd-proxy
123.111.184.227,com.apple.dnssd-proxy
123.111.61.159,com.apple.dnssd-proxy
123.111.96.180,com.apple.dnssd-proxy
1.231.172.92,com.apple.dnssd-proxy
1.231.216.224,com.apple.dnssd-proxy
1.231.233.173,com.apple.dnssd-proxy
1.231.239.192,com.apple.dnssd-proxy
1.231.246.179,com.apple.dnssd-proxy
1.231.2.56,com.apple.dnssd-proxy
123.125.81.60,dns.360.cn
123.125.81.60,pub2.sdns.360.cn
123.125.81.6,dns.360.cn
123.125.81.6,dot.360.cn
123.125.81.6,pub1.sdns.360.cn
1.231.78.162,com.apple.dnssd-proxy
1.231.79.33,com.apple.dnssd-proxy
1.231.79.62,com.apple.dnssd-proxy
1.231.80.101,com.apple.dnssd-proxy
1.231.80.50,com.apple.dnssd-proxy
123.192.110.235,com.apple.dnssd-proxy
123.192.121.64,com.apple.dnssd-proxy
123.193.73.241,com.apple.dnssd-proxy
123.194.219.70,com.apple.dnssd-proxy
123.199.80.122,com.apple.dnssd-proxy
1.231.99.85,com.apple.dnssd-proxy
123.212.105.51,com.apple.dnssd-proxy
123.212.107.49,com.apple.dnssd-proxy
123.212.147.71,com.apple.dnssd-proxy
123.212.153.44,com.apple.dnssd-proxy
123.212.203.202,com.apple.dnssd-proxy
123.212.3.17,com.apple.dnssd-proxy
123.212.39.52,com.apple.dnssd-proxy
123.212.50.163,com.apple.dnssd-proxy
123.212.65.6,com.apple.dnssd-proxy
123.212.79.205,com.apple.dnssd-proxy
123.212.83.71,com.apple.dnssd-proxy
123.213.123.104,com.apple.dnssd-proxy
123.213.174.16,com.apple.dnssd-proxy
123.213.174.183,com.apple.dnssd-proxy
123.213.71.108,com.apple.dnssd-proxy
123.214.107.208,com.apple.dnssd-proxy
123.214.110.205,com.apple.dnssd-proxy
123.214.131.164,com.apple.dnssd-proxy
123.214.155.203,com.apple.dnssd-proxy
123.214.157.187,com.apple.dnssd-proxy
123.214.188.218,com.apple.dnssd-proxy
123.214.191.154,com.apple.dnssd-proxy
123.214.202.176,com.apple.dnssd-proxy
123.214.211.30,com.apple.dnssd-proxy
123.214.54.174,com.apple.dnssd-proxy
123.214.77.247,com.apple.dnssd-proxy
1.232.149.10,com.apple.dnssd-proxy
123.215.115.156,com.apple.dnssd-proxy
123.215.122.229,com.apple.dnssd-proxy
123.215.181.54,com.apple.dnssd-proxy
123.215.183.16,com.apple.dnssd-proxy
123.215.184.139,com.apple.dnssd-proxy
1.232.158.155,com.apple.dnssd-proxy
1.232.29.150,com.apple.dnssd-proxy
1.232.34.2,com.apple.dnssd-proxy
123.240.119.35,com.apple.dnssd-proxy
123.240.234.223,com.apple.dnssd-proxy
123.240.73.101,com.apple.dnssd-proxy
123.241.50.45,com.apple.dnssd-proxy
123.241.57.17,com.apple.dnssd-proxy
1.232.62.248,com.apple.dnssd-proxy
1.232.8.139,com.apple.dnssd-proxy
1.232.92.46,com.apple.dnssd-proxy
1.233.104.58,com.apple.dnssd-proxy
1.233.116.31,com.apple.dnssd-proxy
1.233.137.81,com.apple.dnssd-proxy
1.233.167.138,com.apple.dnssd-proxy
1.233.181.24,com.apple.dnssd-proxy
1.233.186.149,com.apple.dnssd-proxy
1.233.193.153,com.apple.dnssd-proxy
1.233.196.34,com.apple.dnssd-proxy
1.233.35.208,com.apple.dnssd-proxy
1.233.4.164,com.apple.dnssd-proxy
1.233.5.25,com.apple.dnssd-proxy
1.233.85.27,com.apple.dnssd-proxy
1.233.88.121,com.apple.dnssd-proxy
1.233.90.21,com.apple.dnssd-proxy
1.234.119.49,com.apple.dnssd-proxy
1.234.206.50,com.apple.dnssd-proxy
1.234.210.107,com.apple.dnssd-proxy
